HEREDIA,429,437,45965,90.3491787229413,urbana,95.25508686971666,hombre,45 a 49,12957,3.542563865092228,vivienda en mal estado,vivienda no hacinada,secundaria completa,alfabeta,10.598291081937491,33.41451990632325,73.5021834061133,43.30391195379744,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,12.27238115957804,asegurado,30.475183198609855,10.31103,jefatura masculina,telefono celular,no telefono residencial,computadora,internet,electricidad,servicio sanitario,agua,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,True,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,434,435,115084,98.53585207326677,urbana,89.2362081723259,mujer,40 a 44,32520,3.5261070110701107,vivienda en mal estado,vivienda no hacinada,secundaria incompleta,alfabeta,10.487206491299512,32.755295060428786,72.12252992759952,43.61623464651092,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,12.066838135622486,asegurado,37.144313513837496,7.300123,jefatura femenina,telefono celular,telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,True,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,394,405,20037,100,urbana,95.94171719147272,mujer,20 a 24,5751,3.4790471222396104,vivienda en buen estado,vivienda no hacinada,primaria completa,alfabeta,11.460378769000743,32.36427883071004,74.33162123008024,44.46231901992324,fuera de fuerza,estudia,no nacido en extranjero,sin discapacidad,9.028297649348708,asegurado,28.522804628999364,11.19805,jefatura masculina,telefono celular,telefono residencial,no computadora,internet,electricidad,servicio sanitario,agua,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,True,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,457,471,36243,87.81557818061363,urbana,97.3374714145704,hombre,45 a 49,10107,3.5846443059265853,vivienda en buen estado,vivienda no hacinada,secundaria completa,alfabeta,9.590319542062185,33.29168525955658,75.60400707130273,37.97719385225566,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,11.439450376624452,asegurado,24.59908640295456,7.954883,jefatura masculina,telefono celular,no telefono residencial,computadora,internet,electricidad,servicio sanitario,agua,LIBERACION NACIONAL,ACCION CIUDADANA,True,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,460,468,123616,99.7079666062645,urbana,90.32779565505243,hombre,55 a 59,35216,3.5009654702407995,vivienda en mal estado,vivienda no hacinada,superior,alfabeta,11.217187695125466,34.12053246438097,73.07888266176354,46.52816697265438,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,10.468709552161599,asegurado,34.93491840722083,9.234439,jefatura masculina,telefono celular,no telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,ACCION CIUDADANA,ACCION CIUDADANA,True,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,393,398,34716,80.8848945731077,urbana,97.13798977853493,hombre,20 a 24,9657,3.5821683752718236,vivienda en buen estado,vivienda no hacinada,secundaria incompleta,alfabeta,9.543855402243189,33.430097896914404,70.7092952612394,33.742065781881124,fuera de fuerza,oficios domesticos,no nacido en extranjero,sin discapacidad,13.319506855628546,asegurado,27.632653061224474,9.485347,jefatura masculina,no telefono celular,telefono residencial,computadora,internet,electricidad,servicio sanitario,agua,RESTAURACION NACIONAL,RESTAURACION NACIONAL,True,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,430,460,42713,53.9133284948377,no urbana,95.84135717560753,hombre,80 a 84,11678,3.6486555917109094,vivienda en buen estado,vivienda no hacinada,primaria completa,alfabeta,8.533511348464625,32.690119116865645,72.91306297648816,30.012580123405176,fuera de fuerza,oficios domesticos,no nacido en extranjero,sin discapacidad,16.360358673003592,no asegurado,26.434186318782334,7.235828,jefatura masculina,telefono celular,no telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,ACCION CIUDADANA,ACCION CIUDADANA,True,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,215,193,39150,46.90676883780284,no urbana,102.31512583329028,mujer,30 a 34,11576,3.374654457498272,vivienda en mal estado,vivienda no hacinada,secundaria incompleta,alfabeta,7.8087516659262315,33.01825933301589,68.48733550304259,28.035367694630292,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,23.683269476373013,asegurado,27.737782671296532,6.643055,jefatura masculina,telefono celular,telefono residencial,no computadora,no internet,electricidad,servicio sanitario,no agua,MOVIMIENTO LIBERTARIO,ACCION CIUDADANA,True,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,445,471,123616,99.7079666062645,urbana,90.32779565505243,hombre,60 a 64,35216,3.5009654702407995,vivienda en buen estado,vivienda no hacinada,secundaria completa,alfabeta,11.217187695125466,34.12053246438097,73.07888266176354,46.52816697265438,dentro de fuerza,sector terciario,no nacido en extranjero,discapacidad,10.468709552161599,asegurado,34.93491840722083,9.234439,jefatura femenina,telefono celular,telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,ACCION CIUDADANA,ACCION CIUDADANA,True,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
HEREDIA,371,375,45965,90.3491787229413,urbana,95.25508686971666,mujer,35 a 39,12957,3.542563865092228,vivienda en buen estado,vivienda no hacinada,superior,alfabeta,10.598291081937491,33.41451990632325,73.5021834061133,43.30391195379744,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,12.27238115957804,asegurado,30.475183198609855,10.31103,jefatura masculina,telefono celular,telefono residencial,no computadora,internet,electricidad,servicio sanitario,agua,ACCION CIUDADANA,ACCION CIUDADANA,True,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,448,462,288054,100,urbana,89.90526294970431,hombre,45 a 49,81903,3.49998168565254,vivienda en buen estado,vivienda no hacinada,superior,alfabeta,10.332647081354363,31.12624547523977,71.21249737410005,44.168248988689285,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,14.207752713033045,no asegurado,39.64385125972442,6.866659,jefatura masculina,telefono celular,telefono residencial,no computadora,internet,electricidad,servicio sanitario,agua,LIBERACION NACIONAL,ACCION CIUDADANA,True,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,420,431,163745,47.36572109072016,urbana,100.42963633915566,hombre,50 a 54,44966,3.622425832851488,vivienda en buen estado,vivienda no hacinada,superior,alfabeta,7.646197399692483,33.05957044441397,76.19833857901973,32.343667444991624,dentro de fuerza,sector primario,no nacido en extranjero,discapacidad,19.541360041528,asegurado,24.742155881456696,7.610194,jefatura masculina,telefono celular,no telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,True,ACCION CIUDADANA,RESTAURACION NACIONAL,ACCION CIUDADANA
PUNTARENAS,257,282,29433,38.045730982230765,no urbana,104.4668287599861,mujer,35 a 39,8904,3.295372866127583,vivienda en mal estado,vivienda no hacinada,primaria completa,alfabeta,7.528859458391017,30.776388268572436,68.72439224255652,27.38902147971358,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,15.149661944076376,asegurado,26.6113875069098,8.591644,jefatura masculina,telefono celular,telefono residencial,no computadora,no internet,electricidad,no servicio sanitario,agua,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,True,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,423,441,115084,98.53585207326677,urbana,89.2362081723259,mujer,60 a 64,32520,3.5261070110701107,vivienda en mal estado,vivienda no hacinada,secundaria incompleta,alfabeta,10.487206491299512,32.755295060428786,72.12252992759952,43.61623464651092,fuera de fuerza,otros,no nacido en extranjero,discapacidad,12.066838135622486,asegurado,37.144313513837496,7.300123,jefatura femenina,telefono celular,telefono residencial,computadora,internet,electricidad,no servicio sanitario,agua,INTEGRACION NACIONAL,ACCION CIUDADANA,True,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
SAN JOSE,97,84,134534,48.50446727221352,urbana,94.56793694410297,hombre,25 a 29,38508,3.4777189155500157,vivienda en buen estado,vivienda hacinada,primaria completa,alfabeta,8.11162697707473,34.674947702985754,70.77625570776276,27.24863600935303,fuera de fuerza,otros,no nacido en extranjero,sin discapacidad,12.874812315102401,asegurado,29.284226228749084,7.75683,jefatura masculina,telefono celular,no telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,LIBERACION NACIONAL,ACCION CIUDADANA,True,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN JOSE,386,404,134534,48.50446727221352,urbana,94.56793694410297,mujer,30 a 34,38508,3.4777189155500157,vivienda en buen estado,vivienda no hacinada,secundaria completa,alfabeta,8.11162697707473,34.674947702985754,70.77625570776276,27.24863600935303,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,12.874812315102401,asegurado,29.284226228749084,7.75683,jefatura masculina,telefono celular,no telefono residencial,no computadora,no internet,electricidad,servicio sanitario,agua,RESTAURACION NACIONAL,ACCION CIUDADANA,True,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CARTAGO,463,483,57743,76.90629167171691,no urbana,95.9050042408821,hombre,30 a 34,14626,3.936688089703268,vivienda en buen estado,vivienda no hacinada,superior,alfabeta,8.332073643410856,32.80690237269068,74.17275054517833,29.918106551475862,dentro de fuerza,sector primario,no nacido en extranjero,sin discapacidad,13.463103752835941,asegurado,25.95516052003193,4.868043,jefatura masculina,telefono celular,no telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,INTEGRACION NACIONAL,ACCION CIUDADANA,True,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,373,374,12205,43.400245800901494,no urbana,100.0163880694854,mujer,40 a 44,3333,3.647764776477648,vivienda en buen estado,vivienda no hacinada,superior,alfabeta,8.192035815268621,30.7960021417097,80.18969605518419,29.284164859002175,fuera de fuerza,otros,no nacido en extranjero,sin discapacidad,17.20606308889796,asegurado,21.04184957565114,6.30063,jefatura masculina,telefono celular,telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,LIBERACION NACIONAL,ACCION CIUDADANA,True,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN JOSE,365,363,56919,99.39036174212433,urbana,88.6109086089204,hombre,20 a 24,16874,3.3595472324285884,vivienda en buen estado,vivienda hacinada,superior,alfabeta,11.667741638256674,33.400711210930616,73.34251519756826,46.0144333278661,dentro de fuerza,sector terciario,nacido en extranjero,sin discapacidad,10.697658075510809,asegurado,33.922323303009186,8.314567,jefatura femenina,telefono celular,telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,ACCION CIUDADANA,RESTAURACION NACIONAL,True,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
HEREDIA,404,422,123616,99.7079666062645,urbana,90.32779565505243,mujer,15 a 19,35216,3.5009654702407995,vivienda en buen estado,vivienda no hacinada,primaria completa,alfabeta,11.217187695125466,34.12053246438097,73.07888266176354,46.52816697265438,fuera de fuerza,estudia,no nacido en extranjero,sin discapacidad,10.468709552161599,asegurado,34.93491840722083,9.234439,jefatura masculina,telefono celular,no telefono residencial,no computadora,internet,electricidad,servicio sanitario,agua,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,True,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,398,419,77603,98.99875004832242,urbana,92.7737480127186,hombre,30 a 34,19832,3.9087837837837838,vivienda en buen estado,vivienda hacinada,secundaria incompleta,alfabeta,8.658198121263872,32.76416344716681,74.87808537774742,39.28309924781995,fuera de fuerza,estudia,no nacido en extranjero,sin discapacidad,16.4761671584863,asegurado,36.29524693468794,5.808794,jefatura femenina,telefono celular,no telefono residencial,computadora,internet,electricidad,servicio sanitario,agua,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,True,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,ACCION CIUDADANA
LIMON,400,385,125962,59.169432050937395,urbana,100.93158289333057,mujer,50 a 54,36238,3.4581930570119765,vivienda en buen estado,vivienda no hacinada,primaria completa,alfabeta,7.580653932431527,32.88167321267635,73.46064608245585,28.902596534984305,dentro de fuerza,sector primario,no nacido en extranjero,sin discapacidad,16.066750289769885,asegurado,26.491717949413143,6.253104,jefatura masculina,telefono celular,no telefono residencial,no computadora,no internet,electricidad,servicio sanitario,agua,LIBERACION NACIONAL,ACCION CIUDADANA,True,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN JOSE,458,480,49132,100,urbana,87.36938448630922,mujer,70 a 74,16589,2.9418892036891915,vivienda en buen estado,vivienda no hacinada,superior,alfabeta,12.945711479703181,35.42005652136658,69.20096345167003,49.89983528469021,fuera de fuerza,pensionado,no nacido en extranjero,discapacidad,10.17463160465685,asegurado,40.417733302303986,9.861957,jefatura femenina,telefono celular,telefono residencial,computadora,internet,electricidad,servicio sanitario,agua,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,True,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,443,466,123616,99.7079666062645,urbana,90.32779565505243,mujer,25 a 29,35216,3.5009654702407995,vivienda en buen estado,vivienda no hacinada,primaria completa,alfabeta,11.217187695125466,34.12053246438097,73.07888266176354,46.52816697265438,dentro de fuerza,sector secundario,no nacido en extranjero,sin discapacidad,10.468709552161599,asegurado,34.93491840722083,9.234439,jefatura femenina,telefono celular,telefono residencial,computadora,internet,electricidad,servicio sanitario,agua,INTEGRACION NACIONAL,ACCION CIUDADANA,True,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
LIMON,358,374,125962,59.169432050937395,urbana,100.93158289333057,hombre,30 a 34,36238,3.4581930570119765,vivienda en buen estado,vivienda no hacinada,primaria completa,alfabeta,7.580653932431527,32.88167321267635,73.46064608245585,28.902596534984305,fuera de fuerza,estudia,no nacido en extranjero,sin discapacidad,16.066750289769885,asegurado,26.491717949413143,6.253104,jefatura masculina,telefono celular,no telefono residencial,no computadora,no internet,electricidad,servicio sanitario,agua,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,True,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN JOSE,415,398,288054,100,urbana,89.90526294970431,hombre,55 a 59,81903,3.49998168565254,vivienda en mal estado,vivienda hacinada,primaria incompleta,alfabeta,10.332647081354363,31.12624547523977,71.21249737410005,44.168248988689285,dentro de fuerza,sector terciario,no nacido en extranjero,discapacidad,14.207752713033045,asegurado,39.64385125972442,6.866659,jefatura masculina,telefono celular,no telefono residencial,no computadora,internet,electricidad,servicio sanitario,agua,FRENTE AMPLIO,ACCION CIUDADANA,True,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,404,422,36243,87.81557818061363,urbana,97.3374714145704,mujer,20 a 24,10107,3.5846443059265853,vivienda en buen estado,vivienda no hacinada,primaria completa,alfabeta,9.590319542062185,33.29168525955658,75.60400707130273,37.97719385225566,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,11.439450376624452,asegurado,24.59908640295456,7.954883,jefatura masculina,telefono celular,telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,ACCION CIUDADANA,RESTAURACION NACIONAL,True,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,328,327,43953,21.418333219575317,urbana,100.40579974466533,mujer,25 a 29,11518,3.8101232852925855,vivienda en mal estado,vivienda no hacinada,primaria incompleta,alfabeta,6.976648943813777,36.730803000275856,67.66538512528147,22.37481929294265,fuera de fuerza,oficios domesticos,nacido en extranjero,sin discapacidad,30.553090801538023,asegurado,24.948682860075227,7.709672,jefatura masculina,no telefono celular,no telefono residencial,no computadora,no internet,electricidad,servicio sanitario,agua,RESTAURACION NACIONAL,RESTAURACION NACIONAL,True,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,426,416,163745,47.36572109072016,no urbana,100.42963633915566,mujer,20 a 24,44966,3.622425832851488,vivienda en mal estado,vivienda no hacinada,secundaria incompleta,alfabeta,7.646197399692483,33.05957044441397,76.19833857901973,32.343667444991624,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,19.541360041528,asegurado,24.742155881456696,7.610194,jefatura masculina,telefono celular,no telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,LIBERACION NACIONAL,RESTAURACION NACIONAL,True,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,353,361,123616,99.7079666062645,urbana,90.32779565505243,hombre,35 a 39,35216,3.5009654702407995,vivienda en mal estado,vivienda no hacinada,superior,alfabeta,11.217187695125466,34.12053246438097,73.07888266176354,46.52816697265438,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,10.468709552161599,asegurado,34.93491840722083,9.234439,jefatura masculina,telefono celular,telefono residencial,no computadora,internet,electricidad,servicio sanitario,agua,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,True,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GUANACASTE,238,221,7197,24.260108378491058,no urbana,103.24767014967524,mujer,20 a 24,2028,3.548816568047337,vivienda en buen estado,vivienda no hacinada,primaria completa,alfabeta,8.268467037331224,33.26341024872646,63.58443413066766,23.345588235294098,fuera de fuerza,otros,no nacido en extranjero,sin discapacidad,12.741420036126156,asegurado,24.399804017638445,9.270217,jefatura masculina,telefono celular,telefono residencial,computadora,no internet,electricidad,servicio sanitario,agua,LIBERACION NACIONAL,ACCION CIUDADANA,True,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,461,476,40660,91.03049680275556,urbana,95.66891241578442,hombre,45 a 49,11291,3.589141794349482,vivienda en buen estado,vivienda no hacinada,superior,alfabeta,10.85840147049501,32.91706186110233,74.68512201521942,41.993754209784704,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,9.584358091490436,no asegurado,27.42144897429231,9.485431,jefatura femenina,telefono celular,no telefono residencial,computadora,internet,electricidad,servicio sanitario,agua,ACCION CIUDADANA,RESTAURACION NACIONAL,True,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,285,253,15508,17.15243745163784,no urbana,103.46365783258986,mujer,80 a 84,4409,3.5110002268088003,vivienda en mal estado,vivienda no hacinada,secundaria completa,alfabeta,6.784603421461895,30.063313651561586,70.68592057761704,21.078792341678948,fuera de fuerza,oficios domesticos,no nacido en extranjero,sin discapacidad,22.362651534691686,asegurado,22.414943295530403,7.870265,jefatura masculina,telefono celular,telefono residencial,no computadora,no internet,electricidad,servicio sanitario,agua,INTEGRACION NACIONAL,RESTAURACION NACIONAL,True,INTEGRACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN JOSE,423,431,65206,100,urbana,88.36954009706494,hombre,20 a 24,19146,3.396949754517915,vivienda en mal estado,vivienda no hacinada,superior,alfabeta,11.297343546284264,32.30718900793341,72.56511773286115,47.064933204398365,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,13.285587215900302,asegurado,35.21783700666321,8.461297,jefatura femenina,telefono celular,telefono residencial,no computadora,internet,electricidad,servicio sanitario,agua,RESTAURACION NACIONAL,RESTAURACION NACIONAL,True,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
GUANACASTE,407,424,50825,44.07083128381678,no urbana,96.70640142425884,hombre,35 a 39,15038,3.378640776699029,vivienda en mal estado,vivienda no hacinada,primaria incompleta,alfabeta,9.034218794630148,31.10300859293401,60.18927109362568,28.088413403310646,dentro de fuerza,sector terciario,no nacido en extranjero,sin discapacidad,14.22725036891283,asegurado,30.699208443271875,5.885091,jefatura masculina,telefono celular,no telefono residencial,no computadora,internet,electricidad,servicio sanitario,agua,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,True,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,459,468,64842,100,urbana,87.5238591011626,mujer,70 a 74,19160,3.377400835073069,vivienda en buen estado,vivienda no hacinada,superior,alfabeta,11.060404109007562,31.30265929436537,70.41447313445283,43.84996461429589,fuera de fuerza,otros,no nacido en extranjero,sin discapacidad,11.58508374201909,asegurado,40.106323161069305,7.63048,jefatura masculina,telefono celular,no telefono residencial,computadora,internet,electricidad,servicio sanitario,agua,ACCION CIUDADANA,ACCION CIUDADANA,True,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,389,392,288054,100,urbana,89.90526294970431,mujer,40 a 44,81903,3.49998168565254,vivienda en mal estado,vivienda no hacinada,primaria incompleta,alfabeta,10.332647081354363,31.12624547523977,71.21249737410005,44.168248988689285,fuera de fuerza,otros,no nacido en extranjero,sin discapacidad,14.207752713033045,asegurado,39.64385125972442,6.866659,jefatura masculina,telefono celular,telefono residencial,no computadora,no internet,electricidad,servicio sanitario,no agua,RESTAURACION NACIONAL,RESTAURACION NACIONAL,True,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
